year,CODGEO,LIBGEO,rank,density_data,reldensity_data,area_data,relarea_data,pop_data,relpop_data,popweight,group,ngroup
1990,30189,Nîmes,18,3189.53843629953,0.485453563770981,33.9375,0.02683071449748,108244.960681915,0.0130250659713234,0.006909027592792351,5,6
1990,31555,Toulouse,8,2707.24584628037,0.412047752465952,191.9375,0.151744243502322,519621.999620438,0.0625258744847781,0.033166280541680256,3,6
1990,33063,Bordeaux,4,3221.73346263202,0.490353705462623,166.625,0.131732384622986,536821.33821106,0.0645954629293088,0.03426407487918829,3,6
1990,35238,Rennes,20,4201.93839273485,0.63954268250357,54.8125,0.043334321573278,230318.748151779,0.0277141482634465,0.014700717484614465,5,6
1990,42218,Saint-Étienne,7,4220.37025260177,0.64234804517219,63.75,0.0504002371775867,269048.603603363,0.0323744938272375,0.017172755335560442,3,6
1990,44109,Nantes,6,3543.47753437716,0.539323739644773,121.3125,0.0959086866291135,429868.11838913,0.0517258315372321,0.0274374961430277,3,6
1990,51454,Reims,13,4926.13087040014,0.749766097634013,43.25,0.0341931020851863,213055.160144806,0.0256368287164116,0.013598822254209495,4,5
1990,54395,Nancy,16,4092.54949386477,0.622893492705726,63.5,0.050202589188655,259876.892860413,0.031270866122592,0.01658734607311578,5,6
1990,59350,Lille,5,4617.42798879767,0.702780956362552,197.375,0.156043087261587,911364.849288941,0.109664110099463,0.058170328218247906,3,6
1990,67482,Strasbourg,11,3592.16071866274,0.546733409030845,109.8125,0.0868168791382548,394464.148918152,0.0474656882926769,0.025177741966681707,4,5
1990,68224,Mulhouse,17,2914.38024647807,0.443573985732545,71.1875,0.0562802648483052,207467.443796158,0.0249644613968459,0.013242171134468678,5,6
1990,69123,Lyon,2,4027.59520795316,0.613007331993842,260.75,0.206146852455776,1.05019545047379e6,0.126369532022844,0.06703156709964674,2,2
1990,75060,Paris,1,6570.22354831087,1.0,1264.875,1.0,8.31051151066971e6,1.0,0.5304408905109288,1,1
1990,76351,Le Havre,10,3126.61449077806,0.4758764245673,78.875,0.0623579405079553,246611.717960119,0.0296746737723062,0.015740660381403388,4,5
1990,76540,Rouen,9,3500.38237252241,0.5327645774583,100.375,0.0793556675560826,351350.880641937,0.0422778886944377,0.022425920927999443,3,6
1990,80021,Amiens,15,4226.79834511385,0.643326412569405,31.125,0.0246071746219982,131559.098491669,0.015830445373039,0.00839711554085944,5,6
1990,83137,Toulon,14,2171.90425371004,0.330567786276984,186.25,0.147247751754126,404517.167253494,0.0486753633316243,0.025819403071569796,4,5
1990,87085,Limoges,19,3614.17758636995,0.550084416427371,36.625,0.0289554303784959,132369.2541008,0.0159279310221583,0.008448825915390314,5,6
2015,13055,Marseille,3,4562.68032779791,0.681741445377166,197.0,0.136084966755893,898848.024576187,0.0927747619302663,0.05045035131071352,2,2
2015,29019,Brest,12,2537.49716593425,0.379144901957089,64.6875,0.0446852603402124,164144.347921371,0.0169421886506168,0.009213059151134887,4,5
2015,30189,Nîmes,18,2499.65862563121,0.37349118543437,52.3125,0.0361367757533892,130763.391853333,0.0134967672139093,0.0073394599278245095,5,6
2015,31555,Toulouse,8,2696.4848022789,0.402900338063001,290.6875,0.200803039461186,783834.425962448,0.0809036124829902,0.043994892437887456,3,6
2015,33063,Bordeaux,4,2972.76953751284,0.444181940367351,225.0625,0.155470166652275,669058.944036484,0.0690570402928431,0.03755279852801701,3,6
2015,35238,Rennes,20,3417.24548742506,0.510594148709546,72.0,0.0497366375960625,246041.675094605,0.0253952361330367,0.013809774963294842,5,6
2015,42218,Saint-Étienne,7,3375.39875364217,0.504341540434613,68.875,0.0475779293670668,232480.589157105,0.0239955261876756,0.013048621207603786,3,6
2015,44109,Nantes,6,3187.93839366062,0.47633179888289,151.25,0.104481478283395,482175.682041168,0.0497678505006733,0.027063454429829412,3,6
2015,51454,Reims,13,3589.29586648074,0.536301379036531,55.0,0.0379932648303255,197411.272656441,0.0203758403226037,0.0110802580479703,4,5
2015,54395,Nancy,16,3555.18905345634,0.531205245549642,70.0625,0.0483982384940851,249085.433057785,0.0257093981634206,0.013980614364782783,5,6
2015,59350,Lille,5,4259.66700086277,0.636466140373933,216.5625,0.149598480269407,922484.134874344,0.0952143673428753,0.05177699389717639,3,6
2015,67482,Strasbourg,11,3435.61998326054,0.513339608493926,121.9375,0.0842327950954149,418930.911708832,0.0432400300566294,0.0235136653725122,4,5
2015,68224,Mulhouse,17,2623.76415564424,0.392034646148661,81.375,0.0562127622830498,213508.80816555,0.0220373503706742,0.011983777107328702,5,6
2015,69123,Lyon,2,3951.99750346272,0.590495124921003,319.5,0.220706329332527,1.26266320235634e6,0.130326011510067,0.0708704924573025,2,2
2015,75060,Paris,1,6692.68438751534,1.0,1447.625,1.0,9.6884972364769e6,1.0,0.5437939183140594,1,1
2015,76351,Le Havre,10,2218.02731670198,0.331410714785764,91.875,0.0634660219324756,203781.259721994,0.0210333196932507,0.011437791331145036,4,5
2015,76540,Rouen,9,3110.52037012497,0.464764239581862,111.75,0.0771954062688887,347600.651361465,0.035877664293773,0.0195100556462672,3,6
2015,80021,Amiens,15,3626.07231855913,0.541796401653613,34.375,0.0237457905189535,124646.23595047,0.0128653838575895,0.006996117498533021,5,6
2015,83137,Toulon,14,2128.66677307893,0.31805874142964,204.625,0.141352214834643,435578.438441277,0.0449583075485987,0.02444805422262104,4,5
2015,87085,Limoges,19,2973.37971926958,0.444273111819852,48.75,0.033675848372334,144952.261314392,0.0149612739495503,0.008135849783996025,5,6
