CODGEO,LIBGEO,rank,REG,DEP,pop,area,year,type,rural_area,meanbuilt,b10,b25,b50,b75,b90,p10,p25,p50,p75,p90
42187,Roanne,68,84,42,64260.0047454834,23.25,1990,satellite,32.75,70.2038365743494,30.1327991485596,54.5108003616333,73.0863990783691,88.6199989318848,100,51.126350402832,112.319490432739,154.948875427246,236.042911529541,297.859466552734
58194,Nevers,69,27,58,54631.4015426636,17.9375,1990,satellite,36.4375,64.2598244005795,30.2800006866455,46.7040004730225,64.6287994384766,80.4007987976074,100,39.1150512695313,130.890655517578,189.522903442383,253.447990417481,325.113403320313
71076,Chalon-sur-Saône,70,27,71,69484.5099220276,26.3125,1990,satellite,66.5,74.0311486386913,30.3199996948242,53.649600982666,78.8703994750977,95.9008026123047,100,16.2426567077637,66.1531066894531,137.249160766602,284.919189453125,308.380828857422
76231,Elbeuf,71,28,76,45732.5605964661,15.5625,1990,satellite,15.6875,69.0524401147682,30.0319995880127,52.4720001220703,69.3135986328125,89.2928009033203,100,52.974910736084,119.474784851074,159.968566894531,217.848388671875,436.146270751953
59122,Cambrai,72,32,59,46275.9989204407,17.3125,1990,satellite,25.8125,70.7497183596615,30.9983997344971,52.9056015014649,73.3983993530273,90.9199981689453,100,40.0143623352051,117.399475097656,175.247680664063,222.655731201172,272.958648681641
62765,Saint-Omer,73,32,62,27148.310464859,10.5625,1990,satellite,57.6875,68.1163359083368,30.1040000915527,49.4896011352539,69.5568008422852,86.9904022216797,100,15.5450077056885,106.377334594727,157.563583374023,182.191741943359,381.190155029297
03190,Moulins,74,84,3,36653.1423015595,16.5625,1990,satellite,17.5625,76.710152651229,30.3232002258301,58.5775985717774,83.6544036865234,95.6495971679688,100,27.3766574859619,80.0260238647461,112.585098266602,223.202011108398,265.792633056641
59017,Armentières,75,32,59,44913.4205551148,11.1875,1990,satellite,20.3125,66.4243931051073,30.0480003356934,45.8711986541748,68.209602355957,87.1335983276367,100,77.9029769897461,150.256538391113,220.187438964844,362.513412475586,443.140075683594
76217,Dieppe,76,28,76,34971.4332695007,7.3125,1990,satellite,14.0625,65.9935588999691,30.2784004211426,48.081600189209,66.2623977661133,82.505599975586,100,42.3945541381836,223.173133850098,305.838073730469,383.360626220703,466.643402099609
13004,Arles,77,93,13,22844.9874687195,11.625,1990,satellite,21.375,72.7752603100192,30.1648006439209,52.155200958252,78.3271980285645,93.0027980804443,100,34.127311706543,88.0903568267822,132.294975280762,157.082138061523,168.900436401367
65440,Tarbes,78,76,65,61812.6715774536,20.3125,1990,satellite,33.6875,69.7046743715726,30.4079990386963,52.2831993103027,72.8143997192383,87.6416015625,100,39.1244964599609,117.278800964355,188.189407348633,270.453186035156,314.106414794922
30007,Alès,79,76,30,40582.6043014526,17.4375,1990,satellite,55.6875,67.0885506086452,30.1231994628906,47.5951995849609,67.5904006958008,87.6375999450684,100,42.4277038574219,99.3274726867676,147.429534912109,195.976898193359,224.324310302734
17300,La Rochelle,80,75,17,94405.727142334,35.9375,1990,satellite,55.0625,74.3552778459632,30.3983993530273,58.6504001617432,79.4384002685547,89.9071960449219,100,33.6194725036621,104.302814483643,173.671669006348,229.416984558105,262.766235351563
41018,Blois,81,24,41,52303.005935669,17.5,1990,satellite,59.5,71.8355141707829,30.2096004486084,54.6619997024536,76.252799987793,91.223201751709,100,43.5684967041016,130.222816467285,199.023139953613,251.652931213379,279.844482421875
28085,Chartres,82,24,28,81936.2448596954,25.0625,1990,satellite,65.125,76.8290154797181,30.0864009857178,58.9328002929688,84.4703979492188,94.1360015869141,100,18.2266654968262,144.306625366211,228.973785400391,262.434936523438,304.700347900391
60057,Beauvais,83,32,60,53333.7861118317,16.125,1990,satellite,29.1875,78.2574263875799,31.1551990509033,60.5928001403809,86.6160011291504,97.2423992156983,100,27.1737117767334,160.124740600586,231.286514282227,261.769966125488,269.193206787109
29232,Quimper,84,53,29,56358.6706581116,22,1990,satellite,45.1875,70.3423773104494,30.5151996612549,52.8420000076294,73.8656005859375,88.6503982543945,100,47.948055267334,117.485906600952,169.285400390625,207.098968505859,233.613128662109
51108,Châlons-en-Champagne,85,44,51,59756.5550279617,20.125,1990,satellite,37.875,80.0571528843471,30.3952007293701,66.5047988891602,89.247200012207,97.5344009399414,100,11.4093494415283,108.525379180908,225.418228149414,264.767440795898,307.499450683594
43157,Le Puy-en-Velay,86,84,43,22012.0928421021,4.25,1990,satellite,25.9375,54.8395298228544,30.5888004302979,40.4960012435913,48.6280002593994,69.6664028167725,97.2111968994141,102.916458129883,198.912967681885,286.945526123047,394.540596008301,702.981811523438
73065,Chambéry,87,84,73,79720.045665741,24.5625,1990,satellite,77.1875,66.7555378629961,30.099199295044,49.2543983459473,68.4512023925781,83.553596496582,100,36.3126754760742,124.821952819824,193.161422729492,282.801940917969,411.750366210938
11262,Narbonne,88,76,11,32327.6819076538,10.125,1990,satellite,17.4375,70.2999997551059,31.3199996948242,57.4423999786377,72.5951995849609,85.1663990020752,99.568000793457,88.9049530029297,163.056007385254,206.068748474121,241.753349304199,282.633758544922
14366,Lisieux,89,28,14,24528.1296920776,7.625,1990,satellite,25.1875,67.3845769850934,30.5839996337891,48.1548004150391,66.1296005249024,92.338399887085,100,42.0935287475586,132.317417144775,202.057571411133,287.806884765625,311.687103271484
47001,Agen,90,75,47,38704.1971549988,15.625,1990,satellite,28.25,61.2374463882446,30.073600769043,47.5703992843628,61.9496002197266,76.701997756958,94.7583999633789,31.3541870117188,85.430118560791,151.807838439941,220.873752593994,300.57373046875
36044,Châteauroux,91,24,36,56192.8604278565,19.625,1990,satellite,47.875,71.8620739955052,30.0191993713379,55.867600440979,76.1888008117676,91.3095989227295,100,37.178279876709,109.624820709229,195.674461364746,244.939510345459,270.645416259766
80001,Abbeville,92,32,80,21905.5238265991,7.375,1990,satellite,10.125,68.2811931998043,32.1248016357422,47.8527994155884,68.5047988891602,86.3619995117188,100,87.0204467773438,131.374736785889,187.578498840332,233.93949508667,270.882446289063
71270,Mâcon,93,27,71,36934.521232605,14.0625,1990,satellite,26.1875,78.0821120452881,30.5520000457764,63.9776000976563,84.2656021118164,93.8847961425781,100,18.4625816345215,132.123107910156,177.704574584961,198.694442749023,383.683959960938
81004,Albi,94,76,81,46999.5879230499,20.875,1990,satellite,75.375,69.2162347382414,30.2912006378174,52.9451999664307,71.1903991699219,88.0360012054443,100,31.9500675201416,102.88352394104,145.160079956055,180.009231567383,230.333267211914
49328,Saumur,95,52,49,24339.1445732117,11.1875,1990,satellite,16.3125,64.981568938527,30.0848007202148,47.2087993621826,64.2127990722656,83.4519996643066,100,34.0786590576172,98.463981628418,135.169860839844,175.562889099121,210.933975219727
86066,Châtellerault,96,75,86,31074.9127082825,16.0625,1990,satellite,55.1875,68.4086163146023,30.0464000701904,47.529598236084,69.7040023803711,87.9599990844727,100,17.938325881958,83.9167098999024,124.415786743164,157.571197509766,203.437652587891
29151,Morlaix,97,53,29,17985.5085792542,9.75,1990,satellite,25.875,67.7916513222915,30.2959995269775,48.7283992767334,69.8271980285645,85.7507972717285,100,32.611141204834,77.3681392669678,102.124172210693,158.296493530273,203.936264038086
56260,Vannes,98,53,56,52616.8453636169,19.75,1990,satellite,51.5,71.5927695624436,30.2544002532959,52.6332006454468,74.8512001037598,91.097599029541,100,34.2937660217285,119.743686676025,177.722007751465,218.615756988525,241.580413818359
44184,Saint-Nazaire,99,52,44,64250.0800189972,31.75,1990,satellite,130.5,75.9320662002864,30.153600692749,55.5091991424561,80.760799407959,98.6283988952637,100,16.2745113372803,53.556056022644,124.023197174072,204.599365234375,212.896362304688
08409,Sedan,100,44,8,24352.7805080414,9.5625,1990,satellite,60.4375,69.489212946175,30.9647998809814,51.5760002136231,69.8175964355469,88.7791976928711,100,17.7587356567383,72.4762344360352,156.720001220703,243.530776977539,291.9697265625
75060,Paris,1,11,75,8898706.9921658,1397.9375,2000,satellite,6611.9375,82.8025490414629,30.0016002655029,69.7263984680176,93.0879974365234,100,100,3.6222243309021,179.575798034668,298.237060546875,463.249694824219,2792.91845703125
69123,Lyon,2,84,69,1145494.1471653,298.8125,2000,satellite,387.4375,79.0065321879416,30.0048007965088,62.3871994018555,86.9583969116211,98.3552017211914,100,14.4549732208252,94.586799621582,158.301345825195,287.668273925781,1356.34252929688
13055,Marseille,3,93,13,833005.514276505,187.3125,2000,satellite,365.8125,83.5145075991824,30.0799999237061,70.9888000488281,95.2239990234375,100,100,24.8871726989746,129.456577301025,238.595458984375,331.705474853516,1436.93933105469
33063,Bordeaux,4,75,33,605708.093467712,206,2000,satellite,946.9375,67.4262562909173,30.0032005310059,51.71519947052,69.342399597168,83.5276031494141,100,33.9783401489258,102.761320114136,150.067420959473,242.085971832275,444.968994140625
59350,Lille,5,32,59,918078.395847321,209,2000,satellite,458.625,76.5661291933516,30.0480003356934,59.5059995651245,82.7383995056152,95.9263973236084,100,21.6758232116699,161.580638885498,255.033248901367,399.321853637695,886.642272949219
44109,Nantes,6,52,44,451140.459980011,134.9375,2000,satellite,273.5625,73.8265411558942,30.2143993377686,56.9247989654541,78.2432022094727,93.0200004577637,100,41.6931648254395,120.125205993652,193.490051269531,317.734466552734,379.919738769531
42218,Saint-Étienne,7,84,42,253700.130847931,66.4375,2000,satellite,252.5625,74.2341162465366,30.3391990661621,57.585599899292,78.4176025390625,93.8544006347656,100,42.6100769042969,134.101531982422,213.711013793945,361.128646850586,422.823669433594
31555,Toulouse,8,76,31,601038.290399552,227.6875,2000,satellite,1131.9375,75.8459077039787,30.0016002655029,58.9927997589111,81.7488021850586,95.1464004516602,100,18.290340423584,88.62841796875,142.28857421875,254.40047454834,315.354766845703
76540,Rouen,9,28,76,347215.474302292,105.25,2000,satellite,363.5,78.6980741063659,30.0207996368408,62.5087985992432,85.4871978759766,98.4872016906738,100,31.274621963501,121.552782058716,190.89281463623,283.175750732422,398.082153320313
76351,Le Havre,10,28,76,227594.207049131,83.8125,2000,satellite,166.4375,80.9382562587548,30.0624008178711,63.4959983825684,92.3919982910156,100,100,3.44121265411377,42.7327575683594,199.079116821289,295.764739990234,297.780120849609
67482,Strasbourg,11,44,67,406331.422687531,116.25,2000,satellite,238.75,80.3550692640325,30.0128002166748,64.9387969970703,88.4335975646973,98.8560028076172,100,34.4989356994629,119.824388504028,196.99560546875,332.764190673828,374.097198486328
29019,Brest,12,53,29,173505.024177551,58.25,2000,satellite,182.375,77.7673442844669,30.1648006439209,58.2964000701904,85.9664001464844,98.7295989990234,100,27.2452945709229,90.1844139099121,201.800842285156,292.612998962402,298.221954345703
51454,Reims,13,44,51,207847.822900295,49.0625,2000,satellite,131.625,76.7418028497392,30.1040000915527,59.6640014648438,82.6047973632813,95.7248001098633,100,5.89444828033447,156.21418762207,290.017700195313,381.81884765625,402.551879882813
83137,Toulon,14,93,83,417663.259670258,196.125,2000,satellite,446.4375,77.6254816845468,30.007999420166,57.8968000411987,86.0463981628418,99.2175979614258,100,24.9318237304688,64.0593500137329,97.0983848571777,178.873210906982,357.860473632813
80021,Amiens,15,32,80,128134.990884781,32.4375,2000,satellite,140.875,73.664761508361,30.2399997711182,55.8839988708496,78.7136001586914,93.9295997619629,100,15.4842166900635,149.511306762695,266.221008300781,345.47233581543,377.186157226563
54395,Nancy,16,44,54,255687.515136719,67.0625,2000,satellite,563.6875,74.4480029938939,30.0608005523682,54.8559989929199,80.5072021484375,95.7264022827149,100,34.2143592834473,122.052299499512,196.859222412109,329.780578613281,493.831817626953
68224,Mulhouse,17,44,68,208798.579917908,74.5,2000,satellite,181.25,77.8600966754376,30.073600769043,62.1219987869263,84.6464004516602,97.0788021087647,100,16.1228618621826,89.8843765258789,148.778282165527,241.079990386963,366.688354492188
30189,Nîmes,18,76,30,120585.125198364,46.5625,2000,satellite,71.3125,73.1228993537442,30.0832004547119,51.9776000976563,76.4591979980469,95.6175994873047,100,44.6157951354981,111.844779968262,165.034103393555,216.262878417969,227.756378173828
87085,Limoges,19,75,87,137121.466499329,42.6875,2000,satellite,201.0625,75.3372275183526,30.2688007354736,59.0200004577637,79.4576034545899,94.2439994812012,100,43.1213874816895,148.240364074707,211.163360595703,263.550628662109,280.265655517578
35238,Rennes,20,53,35,231180.831291199,59.125,2000,satellite,164.3125,79.0158308565491,30.422399520874,62.3884000778198,87.4847984313965,98.7248001098633,100,35.0571250915527,102.420902252197,283.872299194336,385.571472167969,393.292602539063
49007,Angers,21,52,49,199496.837179184,69,2000,satellite,167.25,77.0615797923959,30.2992000579834,59.6848001480103,83.9816017150879,96.4768009185791,100,16.7083892822266,72.4124183654785,128.972244262695,329.048210144043,354.564056396484
34172,Montpellier,22,76,34,279285.508468628,80.6875,2000,satellite,959.9375,74.5660219495376,30.0671997070313,56.8535995483398,80.4288024902344,93.8031997680664,100,33.9295616149902,103.845733642578,179.732727050781,349.542541503906,397.681030273438
25056,Besançon,23,27,25,120628.375362396,38.1875,2000,satellite,89.3125,75.8630783280843,30.0303993225098,58.7015991210938,80.6928024291992,96.3519973754883,100,18.5813426971436,108.266521453857,221.829879760742,289.288543701172,301.77978515625
06088,Nice,24,93,6,792632.141456604,282,2000,satellite,923.75,72.8832333286603,30.0032005310059,53.5236015319824,76.073600769043,94.8627986907959,100,19.3698883056641,72.8025302886963,137.445037841797,242.979686737061,464.349548339844
45234,Orléans,25,24,45,152132.408679962,56,2000,satellite,359.625,71.6164873923574,30.0111999511719,55.2036008834839,75.1415977478027,90.8291988372803,100,27.4865322113037,89.4303569793701,142.449035644531,209.327445983887,398.082458496094
37261,Tours,26,24,37,229875.0545578,75.9375,2000,satellite,196.25,72.8715470474934,30.017599105835,54.7136001586914,75.6800003051758,94.255199432373,100,26.4348545074463,108.374519348145,148.801239013672,266.169342041016,383.546997070313
57463,Metz,27,44,57,181863.040559769,59.1875,2000,satellite,147.0625,72.4171438086247,30.2207984924316,52.5143985748291,76.3807983398438,93.8167991638184,100,12.4742441177368,104.781352996826,165.070510864258,301.091064453125,396.208129882813
50129,Cherbourg-en-Cotentin,28,28,50,82689.5226669312,31.0625,2000,satellite,76.1875,79.6860459095516,30.5552005767822,64.7407989501953,86.8591995239258,98.5167999267578,100,43.7654533386231,118.994871139526,155.506683349609,237.091495513916,256.262664794922
72181,Le Mans,29,52,72,164032.92455101,48.6875,2000,satellite,180.0625,78.2170538014717,30.0832004547119,63.2496013641358,85.6096038818359,97.3800010681152,100,30.9535217285156,147.074501037598,238.650054931641,274.934356689453,360.816925048828
21231,Dijon,30,27,21,205932.063549995,55.25,2000,satellite,229.375,81.0717556508958,30.6159992218018,67.3396015167236,89.0312004089356,97.9651985168457,100,14.3615446090698,119.649894714355,250.543144226074,342.882080078125,359.37060546875
59183,Dunkerque,31,32,59,156273.305607796,69,2000,satellite,135,80.0887029585631,30.1007995605469,64.8000011444092,89.2600021362305,98.7815990447998,100,15.0460348129272,98.3719024658203,156.321044921875,193.599334716797,295.723236083984
38185,Grenoble,32,84,38,350160.934932709,76.125,2000,satellite,395.9375,75.1026653092483,30.1583995819092,58.4916009902954,80.3992004394531,94.3280010223389,100,38.2441864013672,147.606010437012,220.108810424805,388.693618774414,643.489562988281
63113,Clermont-Ferrand,33,84,63,230291.748420715,78.625,2000,satellite,212.75,79.4556451321406,30.0783996582031,63.8119993209839,87.6079978942871,97.9039993286133,100,32.2199211120606,105.336284637451,157.493316650391,279.546913146973,392.197021484375
14118,Caen,34,28,14,186321.44707489,64.625,2000,satellite,118.125,80.1448001345076,30.2768001556397,65.982400894165,89.1087989807129,98.7559986114502,100,19.888011932373,85.5628147125244,143.312675476074,306.301742553711,449.605895996094
10387,Troyes,35,44,10,121934.033266068,49.6875,2000,satellite,59,79.4737529826614,30.1951999664307,62.8559989929199,89.4512023925781,98.3640022277832,100,9.82887268066406,62.7237930297852,138.947219848633,258.415336608887,327.311065673828
62160,Boulogne-sur-Mer,36,32,62,78570.0871124268,16,2000,satellite,18.375,70.9243312031031,30.015998840332,55.411600112915,73.923999786377,87.8851985931397,100,86.9078903198242,211.566181182861,286.41828918457,411.787216186523,542.936889648438
02691,Saint-Quentin,37,32,2,63274.3098182678,18.5625,2000,satellite,24.9375,79.8851609149766,30.0160007476807,64.0495986938477,87.6128005981445,98.0512008666992,100,22.8932399749756,129.647354125977,240.292816162109,298.651245117188,305.990081787109
56121,Lorient,38,53,56,91054.1183872223,32.6875,2000,satellite,40.9375,81.5354462253432,30.2175998687744,65.8264007568359,92.4815979003906,100,100,28.4732170104981,97.2457218170166,165.175331115723,275.937042236328,283.195922851563
34032,Béziers,39,76,34,58099.7923316956,16.4375,2000,satellite,35.875,69.5211561442328,31.0592002868652,55.6375999450684,72.6511993408203,84.9440002441406,100,52.8878555297852,173.659004211426,234.773406982422,274.497756958008,323.151428222656
62193,Calais,40,32,62,82659.4452819824,29.9375,2000,satellite,29.4375,73.6653327862256,30.163200378418,53.1448001861572,78.3392028808594,95.5839996337891,100,19.1476020812988,110.164859771729,190.565231323242,251.968193054199,263.794616699219
84007,Avignon,41,93,84,130705.621669769,61.3125,2000,satellite,115.5,75.1414328992185,30.0879993438721,59.5936012268066,79.3104019165039,94.2144012451172,100,38.0029335021973,89.4668350219727,121.734519958496,173.698104858398,235.823425292969
18033,Bourges,42,24,18,73399.5944519043,36.5625,2000,satellite,45.9375,72.2495753818088,30.0655994415283,54.1983985900879,75.9616012573242,92.4079971313477,100,30.6852550506592,81.5753326416016,127.056358337402,173.20622253418,196.002044677734
86194,Poitiers,43,75,86,98203.4884471893,38.5,2000,satellite,66.5625,73.7442467677129,30.4991989135742,55.4548015594483,78.6623992919922,93.1756019592285,100,21.5101413726807,102.566045761108,171.966316223145,220.484634399414,244.114974975586
16015,Angoulême,44,75,16,76549.8865299225,41.5,2000,satellite,61.625,74.2242481191474,30.1263999938965,56.2336006164551,77.7647972106934,94.4392013549805,100,23.8116970062256,68.6397476196289,98.5387763977051,176.669658660889,212.18864440918
64445,Pau,45,75,64,122734.796031952,45.5,2000,satellite,170.125,70.3852219345805,30.0016002655029,54.9496002197266,73.3703994750977,86.8980007171631,100,34.0179862976074,86.5125141143799,150.754020690918,254.544479370117,321.256500244141
13001,Aix-en-Provence,46,93,13,74734.1886234284,30.3125,2000,satellite,41.6875,75.4838565433148,30.1728000640869,57.2032012939453,81.2351989746094,97.0943984985352,100,30.6365451812744,116.852554321289,165.944213867188,198.340805053711,204.276245117188
34301,Sète,47,76,34,49813.4255065918,18.6875,2000,satellite,63.3125,68.8292121887207,30.6112003326416,52.5279998779297,69.2575988769531,85.8832015991211,100,53.2034111022949,124.678359985352,162.646942138672,212.903213500977,279.488555908203
66136,Perpignan,48,76,66,111362.366416931,39.3125,2000,satellite,192.6875,70.0432687404615,30.0639991760254,54.6944007873535,74.2047958374024,87.1775970458984,100,32.3047485351563,116.137222290039,176.837158203125,244.693695068359,288.015899658203
64102,Bayonne,49,75,64,99423.6905708313,37.3125,2000,satellite,88.5625,62.3350511451862,30.1823997497559,46.5984001159668,63,77.4960021972656,100,47.1689414978027,116.405769348145,158.435119628906,200.787841796875,358.580871582031
53130,Laval,50,52,53,53080.4813556671,22,2000,satellite,36.75,80.8353727405722,30.6863994598389,65.3519992828369,90.4855995178223,98.722002029419,100,22.893123626709,99.3374099731445,173.367324829102,205.458026885986,209.299942016602
17299,Rochefort,51,75,17,27265.5860443115,13.5,2000,satellite,27.9375,74.2202077265139,30.2863998413086,56.4955997467041,79.707202911377,94.0275993347168,100,33.5660934448242,81.7277755737305,129.366760253906,177.515892028809,190.768173217773
59178,Douai,52,32,59,102944.169994354,46.625,2000,satellite,44.125,72.8937586843169,30.2063999176025,55.3019990921021,75.3911972045898,92.5200023651123,100,34.9271240234375,92.23024559021,136.753356933594,175.315174102783,252.652114868164
82121,Montauban,53,76,82,31814.5534439087,16.0625,2000,satellite,83.8125,72.9702413610911,30.9088001251221,51.6944007873535,78.6943969726563,94.7552032470703,100,52.4359397888184,87.6981506347656,133.502914428711,160.749633789063,169.64729309082
62041,Arras,54,32,62,69290.0107078552,21.75,2000,satellite,43.25,67.4832047922858,30.1567993164063,48.4068012237549,68.5696029663086,86.763599395752,100,38.9031410217285,119.815174102783,194.031066894531,276.541679382324,357.854248046875
71153,Le Creusot,55,27,71,29415.9548110962,13.1875,2000,satellite,20.8125,71.3717763729005,30.0303993225098,53.9176006317139,75.1696014404297,88.7872009277344,100,39.1927185058594,88.6308670043945,142.949096679688,189.957122802734,224.463439941406
35288,Saint-Malo,56,53,35,43109.6755104065,21.25,2000,satellite,21.375,80.4441742504344,30.5951995849609,67.2379989624024,89.9847984313965,98.8667984008789,100,48.8655014038086,110.742769241333,144.202033996582,158.034744262695,159.716232299805
79191,Niort,57,75,79,50371.8646659851,23.75,2000,satellite,64.375,70.9485936716983,30.1487998962402,56.0140008926392,75.4728012084961,87.7875995635986,100,34.2251472473145,100.896461486816,142.343788146973,167.118072509766,190.36637878418
38544,Vienne,58,84,38,23030.1417121887,9.375,2000,satellite,43.75,64.9403733444214,30.675199508667,43.6864013671875,61.5743999481201,88.4724006652832,100,16.8531494140625,63.1820554733276,140.524208068848,241.008678436279,301.367858886719
59606,Valenciennes,59,32,59,143355.447031975,64.1875,2000,satellite,76.8125,76.199573100832,30.0303993225098,58.3216018676758,81.790397644043,96.7768020629883,100,11.595269203186,82.3805351257324,129.364562988281,196.48811340332,292.757476806641
11069,Carcassonne,60,76,11,33741.1248664856,15.8125,2000,satellite,38,73.9271714885244,30.8703994750977,53.3919982910156,79.8608016967773,95.6032028198242,100,55.6899948120117,96.3188095092774,144.068359375,172.467544555664,180.399337768555
42207,Saint-Chamond,61,84,42,37852.6211853027,13.25,2000,satellite,18,75.1765435236805,30.6959991455078,56.7243995666504,80.9080009460449,91.9259986877441,100,53.0774154663086,130.469459533691,190.769622802734,228.365219116211,252.68571472168
81065,Castres,62,76,81,35094.0584793091,12.4375,2000,satellite,24.375,65.181620247999,30.3456001281738,48.910400390625,66.0800018310547,80.1328010559082,100,82.1015014648438,132.329475402832,178.782669067383,216.803199768066,270.554870605469
24322,Périgueux,63,75,24,32778.0889282227,9.5625,2000,satellite,11.25,67.9768783594269,30.0559997558594,53.6399993896484,69.446403503418,84.5968017578125,100,66.3710098266602,130.307388305664,218.925079345703,300.292541503906,357.225738525391
68066,Colmar,64,44,68,71526.9061508179,25.875,2000,satellite,27.9375,83.1988600440647,30.0319995880127,72.3551979064941,93.1487998962402,99.9160003662109,100,41.2952003479004,137.150695800781,192.787437438965,216.382949829102,217.157760620117
03185,Montluçon,65,84,3,49334.8394985199,23.5625,2000,satellite,22.9375,74.6749750334641,30.0527992248535,60.5279998779297,78.8591995239258,93.0800018310547,100,16.6218204498291,87.13623046875,138.820755004883,182.176864624023,199.716812133789
26362,Valence,66,84,26,93851.808883667,34.6875,2000,satellite,113.9375,77.4185888513788,30.0687999725342,63.0439987182617,83.1999969482422,94.3895988464356,100,32.8749923706055,101.13313293457,169.400726318359,238.08455657959,270.989135742188
08105,Charleville-Mézières,67,44,8,57689.5459575653,21.0625,2000,satellite,40.8125,73.884306287907,30.8111991882324,55.926399230957,78.3792037963867,94.2223968505859,100,23.9833850860596,103.523475646973,183.932235717773,242.417282104492,260.480010986328
42187,Roanne,68,84,42,61905.0166435242,24.8125,2000,satellite,37.0625,72.1258881038022,30.0960006713867,57.342399597168,75.9776000976563,89.6928024291992,100,42.4099960327148,103.519966125488,137.079086303711,214.780532836914,269.851898193359
58194,Nevers,69,27,58,50740.8361930847,20.4375,2000,satellite,41.5625,65.9425859713773,30.2800006866455,48.9071998596192,67.0031967163086,82.5312004089355,100,29.7290420532227,107.595016479492,148.818496704102,210.253608703613,265.262756347656
71076,Chalon-sur-Saône,70,27,71,64985.2661209107,28.5,2000,satellite,64.3125,74.9238773354313,30.0399990081787,56.3563995361328,80.6016006469727,96.216402053833,100,16.2500038146973,53.9508781433106,117.053516387939,248.293079376221,271.647125244141
76231,Elbeuf,71,28,76,44581.2071876526,16,2000,satellite,15.25,72.3592187762261,30.6191997528076,55.901201248169,74.513599395752,91.8799991607666,100,48.8197250366211,111.622583389282,148.666564941406,208.774185180664,421.762481689453
59122,Cambrai,72,32,59,44406.2404975891,18.625,2000,satellite,26.375,72.2072159875959,30.6096000671387,54.8507995605469,74.7400016784668,92.6448020935059,100,33.8329620361328,102.34651184082,154.016540527344,200.92777633667,222.89485168457
62765,Saint-Omer,73,32,62,24817.8571338654,11.0625,2000,satellite,57.1875,68.1515115102132,30.0655994415283,51.1375999450684,70.3647994995117,87.7055969238281,100,10.2518863677979,91.8354263305664,140.279495239258,165.858932495117,317.684814453125
03190,Moulins,74,84,3,33243.4144039154,16.875,2000,satellite,18.875,77.600326149552,30.3232002258301,61.7156000137329,84.0303993225098,96.1068000793457,100,23.2477035522461,71.8689842224121,101.678951263428,195.719207763672,235.660903930664
59017,Armentières,75,32,59,43496.2061157227,12,2000,satellite,19.5,68.0995583236218,30.6511993408203,47.2135992050171,68.2743988037109,90.3256015777588,100,71.2073364257813,126.926086425781,194.573463439941,345.462364196777,407.091064453125
76217,Dieppe,76,28,76,33725.117980957,7.9375,2000,satellite,14.625,65.4006928571566,30.0095996856689,47.1152000427246,66.5391998291016,82.0015983581543,100,48.7451934814453,194.742607116699,276.784805297852,338.537490844727,419.447143554688
13004,Arles,77,93,13,21297.7807388306,12.6875,2000,satellite,21.8125,75.2481811222772,30.1471996307373,56.6800003051758,81.0288009643555,96.611198425293,100,33.3012542724609,79.0853080749512,113.059059143066,134.801094055176,139.529479980469
65440,Tarbes,78,76,65,61073.930480957,23.5625,2000,satellite,30.4375,70.9872000413485,30.0240001678467,53.7280006408691,74.3552017211914,89.4879989624024,100,31.9474067687988,94.6995544433594,158.907379150391,237.922241210938,271.551147460938
30007,Alès,79,76,30,44336.4323425293,22.6875,2000,satellite,50.4375,67.8535273633384,30.0431995391846,47.5887985229492,69.0271987915039,89.5288009643555,100,35.0434989929199,75.5490989685059,123.713371276856,174.248031616211,195.476806640625
17300,La Rochelle,80,75,17,96235.6645336151,39.75,2000,satellite,51.25,79.2704125980161,30.1535987854004,66.0760021209717,85.7504005432129,95.1728019714355,100,28.8434505462647,96.4534912109375,151.700256347656,213.059028625488,232.680511474609
41018,Blois,81,24,41,49268.1877479553,18.8125,2000,satellite,58.1875,72.8184717374783,30.4799995422363,56.5008010864258,77.8735961914063,91.3359985351562,100,38.2276649475098,110.824066162109,174.060653686523,218.24821472168,243.968322753906
28085,Chartres,82,24,28,83693.1203899384,32.25,2000,satellite,60.25,75.9930233881455,30.0207996368408,56.3632011413574,83.5415992736816,96.0155982971192,100,12.3389949798584,103.572805404663,169.869064331055,227.38060760498,240.846969604492
60057,Beauvais,83,32,60,52356.9314823151,18.0625,2000,satellite,27.25,77.6869647280155,30.667200088501,59.992000579834,84.4079971313477,97.3983993530273,100,20.2561054229736,132.790496826172,205.316070556641,237.61686706543,243.963851928711
29232,Quimper,84,53,29,57372.2682075501,24.3125,2000,satellite,42.875,69.9404298836284,30.3295993804932,51.5551986694336,72.611198425293,88.6128005981445,100,45.8764991760254,107.59888458252,147.73747253418,192.315734863281,217.973876953125
51108,Châlons-en-Champagne,85,44,51,57555.5475883484,21.6875,2000,satellite,38.125,80.6706721006278,30.3952007293701,68.1360015869141,89.6511993408203,97.8111991882324,100,9.28420734405518,93.5276412963867,201.586410522461,238.278884887695,249.093536376953
43157,Le Puy-en-Velay,86,84,43,19553.9904022217,4.4375,2000,satellite,27.1875,55.3499948206082,30.5888004302979,40.1951999664307,50.9295997619629,69.8992004394531,97.2111968994141,91.5257797241211,185.484962463379,237.435562133789,341.210968017578,579.003540039063
